id,text,Task A,Task B
5395,"@user_abcde DI ANORMALE c'è solo che una cripto checca repressa e omofoba quale lei è #Pillon sia miserabile Senatore della Repubblica pagato dagli italiani e che peggio getta discredito sulla nostra Nazione con esternazioni quotidiane di puro, spregevole letame.",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e denigratori come ""cripto checca repressa"" rivolti a una persona, esprimendo disprezzo e pregiudizio verso l'identità LGBTQIA+. L'uso di ""checca"" in questo contesto è chiaramente dispregiativo e omotransfobico."
5396,"@user_abcdefghi TUTTO TORNA ADESSO CAPITE IL PERCHE' IL GASTROENTEROLOGO SI OCCUPA DI SIERI LETALI E MAZZETTARI,E ANCHE IL SUO AMICO IL NOTO IGNORANTE FEMMINIELLO BIBITARO CAMPANO E' PRO SIERO MAZZETTARO LETALE,TRANQUILLI,PAGHERETE,TUTTA LA MELMA AL GOVERNO E TUTTI GLI PSEUDO MEDICI SONO UNITI",0,
5397,Grazie al ricchione che ha fatto questo per noi Katy Perry - Just Eat 9 minutes version (with animated audio) [URL] via @user_ab,1,"Il tweet utilizza il termine ""ricchione"", che è un insulto omotransfobico rivolto a persone LGBTQIA+. Anche se il contesto potrebbe sembrare di ringraziamento, l'uso di questo termine resta offensivo e denigratorio, configurando odio omotransfobico."
5398,@user_abcdefg @user_abcdef Arrivabene? Da come si è presentato complimenti perso a ZERO il capocannoniere della squadra quello col miglior rapporto reti presenze...questo culattone raccomandato che nella sua vita non ha mai vinto un cazzo un uomo senza parola... A Napoli li chiamano quaquaraquà,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un insulto omofobico rivolto a una persona, con intento denigratorio e dispregiativo."
5399,Lei mi ha visto e ha pensato madonna che ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo e offensivo, esprimendo un giudizio negativo basato sull'orientamento sessuale."
5400,@user_abcd Lui cosa farebbe in un moderno impero romano lo schiavo culattone?,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio riferito a una persona, associandolo a uno stereotipo negativo e degradante."
5401,"@user_abc Penso che tu sia fake e sia una piglia in culo. E poi, Gina mangiolava... Mangio la vagina... Cioè... Dico... Mah...",0,
5402,"@user_abcdefg Abbiamo un governo di scimmie imitatrici. Non uno che sappia rappresentare degnamente questo paese, tutte mezze tacche e femminielli",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo dispregiativo e offensivo per denigrare persone, associandolo a un insulto verso il governo. L'uso di questo termine in un contesto denigratorio rappresenta un'espressione di pregiudizio e disprezzo verso persone LGBTQIA+."
5403,"@user_abcdefg DIMOSTRA SOLO CHE E' UN CRETINO,QUELLO CHE GIA' SAPEVAMO,QUESTO CAMPANO BIBITARO E' UNA PERSONA VISCIDA,UN FEMMINIELLO IDIOTA,SI SENTE UN CAZZO E MEZZO MA E' SOLO UN PRESERVATIVO PIENO DI ACQUA.SCHIFO LADRONE VENDUTO INFAME,POLTRONARO AMICO DIE POTERI FORTI.",0,
5404,"Perché si è ""orgogliosi"" di essere gay, etero, bsx o altro? Di cosa si dovrebbe essere orgogliosi? Mah",1,"Il tweet esprime un atteggiamento denigratorio verso l'orgoglio di identità sessuale, mettendo in dubbio il motivo per cui ci si dovrebbe sentire orgogliosi di essere gay, etero o bisessuali. Questo tono di derisione e sminuimento può essere interpretato come un'espressione di pregiudizio omotransfobico."
5405,"Sto vedendo su TikTok che Rita De Crescenzo è tipo la madrina del pride di Napoli? Lei che utilizza il termine ""femminielli"" per rivolgersi alla comunità LGBTQ? Lei che sfrutta Laura per visibilità e la tratta come un fenomeno da baraccone? V'anna magnà e can.",1,"Il tweet contiene odio omotransfobico perché utilizza un tono denigratorio e offensivo verso la comunità LGBTQ, criticando l'uso del termine ""femminielli"" in modo dispregiativo e accusando di sfruttamento e spettacolarizzazione, concludendo con un'espressione volgare e aggressiva."
5406,immaginatevi invitare su un carro del pride una tizia che usa appellativi quali “formaggini” e “femminielli” 🤡🤡🤡,1,"Il tweet contiene odio omotransfobico perché utilizza termini dispregiativi come ""formaggini"" e ""femminielli"" per riferirsi a persone LGBTQIA+, accompagnati da emoji derisorie (🤡🤡🤡), che indicano un tono denigratorio e di scherno."
5407,"@user_abc Sarà culattone anche lui, che c'è di male 😂",1,"Il tweet utilizza il termine ""culattone"", che è un epiteto offensivo e dispregiativo rivolto a persone omosessuali. Anche se accompagnato da una risata, il tono è denigratorio e contribuisce a diffondere odio omotransfobico."
5408,"@user_abcdefghij Non l’ho ancora indossata , e comuque per me non è da ricchione",0,
5409,@user_abcdefgh Siete dei poveri vermi insieme al nazi ricchione.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"", un insulto diretto e denigratorio verso persone LGBTQIA+, associandolo a un insulto generale (""poveri vermi"")."
5410,@user_abcde …ah e qui sopra con quel femminiello di @user_abc ma più che altro per prenderci per il culo a vicenda.,1,"Il tweet utilizza il termine ""femminiello"" in modo denigratorio e offensivo, associandolo a un contesto di derisione (""per prenderci per il culo a vicenda""). Questo esprime un atteggiamento di disprezzo verso una persona presumibilmente LGBTQIA+, configurando odio omotransfobico."
5411,"Godo Porco, ti vesti come Borg ma sei più ricchione di Prince [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e denigratorio per insultare una persona, esprimendo disprezzo verso l'identità o l'espressione di genere percepita."
5412,"- e ogni tanto urla frasi tipo ""evviva le troie"", mia madre che guarda il tutto con orrore ma poi vedendo passare un tizio mi sussurra all'orecchio ""questo mi sembra un culattone"" AIUTO COSA CI FACCIO QUI PORTATEMI VIA",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un epiteto offensivo e dispregiativo rivolto a persone omosessuali, in un contesto di derisione e disagio."
5413,ritorna a fare il ricchione e non mi cagare il cazzo,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e dispregiativo, accompagnato da un tono aggressivo e volgare che esprime disprezzo verso una persona presumibilmente omosessuale."
5414,@user_abcdefgh Sai come si dice da noi? Te lo traduco. Fare il buliccio con il culo degli altri sono buoni tutti. #Brexit #italexit,0,
5415,"@user_abcd RAGAZZI QUESTO MERDA FEMMINIELLO CAMPANO BIBITARO LO DOBBIAMO CAPIRE,SE CADE IL GOVERNO E SI VA AD ELEZIONI LUI PERDE LA POLTRONA LO STIPENDIO E LA FUTURA PENSIONE,A QUESTA MERDA E AI SUOI SEGUACI SENZA DIGNITA' INTERESSA QUESTO,LO VOGLIAMO CAPIRE?",1,"Il tweet utilizza termini offensivi e denigratori come ""merda femminiello"" rivolti presumibilmente a una persona o gruppo percepito come LGBTQIA+. Il termine ""femminiello"" è spesso usato in modo dispregiativo verso persone effeminate o transgender, e l'insieme del messaggio ha un tono di disprezzo e attacco personale, configurando odio omotransfobico."
5416,@user_abcdefghij @user_abcd si vergognerebbe anche della tua Z.. non è vendendo il culo al nemico che sei meglio degl altri..🤣🤣🫣🫣 sempre un rottinculo sei..,0,
5417,@user_abc Decaro sindaco culattone ! Rispettabile ma frocione istituzionale anche no !,1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi (""culattone"", ""frocione"") rivolti a una persona in un contesto istituzionale, esprimendo disprezzo e mancanza di rispetto basati sull'orientamento sessuale."
5418,"@user_abcdefgh @user_ab @user_abcdefghi @user_ 2) So che termini come “finocchio” e “ricchione” sono violenti e non dovrebbero essere detti, ma modificare le canzoni, dopo aver fatto un discorso contro la censura, non ha senso né per la lotta per i diritti né per l’immagine di fedez",0,
5419,@user_abcdef Basta pensare che se la nonna fosse stata frocia( lesbica) non ci sarebbero i nipoti e neppure la pubblicità 😋🤣💦💦💦,1,"Il tweet utilizza il termine ""frocia"" in modo dispregiativo e stereotipato, suggerendo che l'omosessualità (in questo caso lesbica) sia un ostacolo alla procreazione e alla normalità familiare, con un tono ironico e derisorio. Questo costituisce un'espressione di pregiudizio e derisione verso le persone LGBTQIA+."
5420,"Mi è capitato di conversare via chat con donne di molti Paesi per molte ora di notte. E' sempre interessante e ti accorgi quasi sempre se davvero sono ragazze. Dico quasi perché una volta un ""femminiello"" mi ha fregato",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo e associato a un inganno (""mi ha fregato""), esprimendo un pregiudizio negativo verso persone transgender o di genere non conforme."
5421,"Il ricco e mediocre sociologo,#De Masi , è una merdaccia di spione. In giro si dice che è pagato dal #FattoQuotidiano. È un uomo di merda utopista, che intanto ha i suoi figli, brillantemente sistemati. Fa il ricchione con il culo degli altri. Vergogna.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo denigratorio e dispregiativo, rivolto a una persona, con intento offensivo e di disprezzo verso l'identità LGBTQIA+."
5422,"Capirai Giucas sarebbe capace anche di dire che Jessica e Barù hanno copulato e lei è incinta pur di raccattare consensi. Ragazzi Giucas Casella, un inetto che ha un manager, è il vero culattone raccomandato della TV #procra",1,"Il tweet utilizza il termine ""culattone"" in modo offensivo e denigratorio riferendosi a Giucas Casella, con l'intento di insultare e deridere. Questo termine è un epiteto omotransfobico che esprime disprezzo verso le persone LGBTQIA+, quindi il tweet contiene odio omotransfobico."
5423,@user_abcd @user_abc @user_abcdef me le ha mischiate quel ricchione di tuo padre mentre me la succhiava,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo denigratorio e volgare, rivolto a una persona, con intento offensivo e discriminatorio verso le persone LGBTQIA+."
5424,@user_abcd Madonna quanto sei pesante Checca.,1,"Il tweet utilizza il termine ""Checca"" in modo offensivo e denigratorio, rivolto presumibilmente a una persona LGBTQIA+, con un tono dispregiativo che configura odio omotransfobico."
5425,"@user_abcdefgh Sotto il 40 è da donna, sopra il 42 da uomo. Quindi sei ricchione.",1,"Il tweet utilizza il termine ""ricchione"" in modo offensivo e denigratorio, associandolo a un giudizio negativo basato su caratteristiche fisiche. Questo costituisce un'espressione di odio omotransfobico."
5426,#PRELEMI @user_abcdefghi @user_abcdefghi dove stai passando le vacanze. Pier con il figlio tanto a lui purché sta il figlio è contento lo possiamo chiamare cornuto 100000 non ne frega niente. Non ha neanche il desiderio di scopare a meno ché è gay 😀😀😀😀 [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""gay"" in modo dispregiativo e offensivo, associandolo a un contesto negativo e denigratorio (""non ha neanche il desiderio di scopare a meno ché è gay""), implicando un giudizio negativo basato sull'orientamento sessuale."
5427,"@user_abcdef Meglio Meluzzi e altri milioni di etero. Avete rotto il cazzo, prendetelo pure in culo, senza doverlo dire a tutti, grazie.",0,
5428,"A tutto il Milan Twitter: Dybala sarebbe una mossa fatta solo per il colpo in sé, senza lungimiranza. Senza contare che sarebbe rotto mezza stagione visto il nostro culo. Abbiamo vinto lo scudetto? Allora ci meritiamo Charles De Ketelaere, un colpo ai livelli di Leao.",0,
5429,@user_abc Vabe ma non inviti uno a cantare frocio e ricchione dopo che hai fatto una testa tanta al concerto del primo maggio sulla lega omofoba dai sei ridicolo mette il piede in due scarpe,1,"Il tweet contiene odio omotransfobico perché utilizza i termini offensivi ""frocio"" e ""ricchione"" in modo denigratorio e dispregiativo, rivolgendoli a una persona in un contesto di critica, esprimendo quindi un atteggiamento di disprezzo verso persone LGBTQIA+."
5430,Mai come vorrei picchiare voi rottinculo. [URL],0,
5431,@user_abcdefgh @user_ab Vostra logica? Come se piacesse solo si maschi il sesso anale. Comunque ti svelo un segreto se mezzo ricchione.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo dispregiativo e denigratorio verso persone LGBTQIA+, associandolo a un insulto."
5432,@user_abcdef in italia? Io manifestavo perché mi dicevano culattone,0,
5433,@user_abcde sono la prima a pensare che non si caghino letteralmente il larry baiting non è minimamente collegato a quanto si caghino o meno sajsjsjsjsj,0,
5434,"Conte voleva dai suoi sudditi un giuramento come per la principessa Targaryen ma non aveva i NOBILI con lui, solo qualche ciambellANO Culattone [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""Culattone"" in modo dispregiativo e offensivo, un termine storicamente usato come insulto omofobico. L'uso in questo contesto ha un tono denigratorio e offensivo verso le persone LGBTQIA+."
5435,"@user_abcdefghi Sono rimasti: eugenio e checca,aldo e alessia,marchesucci,vallini, e i cobra",1,"Il tweet utilizza il termine ""checca"" in modo dispregiativo per riferirsi a una persona, che è un termine offensivo e stereotipato nei confronti delle persone LGBTQIA+, quindi contiene odio omotransfobico."
5436,"@user_abcdefg Vladimiro non è un appellativo, prof, è un nome. Checca sarebbe un appellativo.",0,
5437,@user_abcdefghij Ne fare in culo.....gavi rotto i coioni.....dio ve cavasse el fia ',0,
5438,"@user_ab @user_abcdef Più sono porci e più sono seguiti,guarda la TV,se non sei culattone, lesbica,o trans non fai successo",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""porci"" in riferimento a persone LGBTQIA+ (culattone, lesbica, trans) e suggerisce che il successo in TV sia legato esclusivamente all'appartenenza a queste categorie, in modo denigratorio e stereotipato."
